resnet_layers,hardware,epoch,training_step,training_step_loss,training_step_time
50,V100,0,84,2.4349799156188965,0.044438838958740234
50,V100,0,85,2.2399890422821045,0.04453420639038086
50,V100,0,86,2.204235553741455,0.04474639892578125
50,V100,0,87,2.362895965576172,0.045012712478637695
50,V100,0,88,2.315519094467163,0.044635772705078125
50,V100,0,89,2.1655161380767822,0.04929852485656738
50,V100,0,90,2.436466693878174,0.0526583194732666
50,V100,0,91,2.185559034347534,0.058455467224121094
50,V100,0,92,2.207462787628174,0.057088613510131836
50,V100,0,93,2.5906667709350586,0.05966901779174805
50,V100,0,94,2.4980077743530273,0.04571866989135742
50,V100,0,95,2.752624750137329,0.07348966598510742
50,V100,0,96,2.6344339847564697,0.049669742584228516
50,V100,0,97,2.442199230194092,0.04878497123718262
50,V100,0,98,2.034656047821045,0.0589442253112793
50,V100,0,99,2.1736319065093994,0.05770373344421387
50,V100,0,100,2.188539743423462,0.057314395904541016
50,V100,0,101,2.383432388305664,0.05773663520812988
50,V100,0,102,2.298647165298462,0.052452802658081055
50,V100,0,103,2.4630167484283447,0.05340576171875
50,V100,0,104,2.168304204940796,0.05412650108337402
50,V100,0,105,3.089322090148926,0.053617238998413086
50,V100,0,106,2.1113717555999756,0.05276060104370117
50,V100,0,107,2.0756447315216064,0.05331754684448242
50,V100,0,108,2.358671188354492,0.05374789237976074
50,V100,0,109,3.4864273071289062,0.05282115936279297
50,V100,0,110,2.9548215866088867,0.05228090286254883
50,V100,0,111,2.042969226837158,0.04854750633239746
50,V100,0,112,2.2238047122955322,0.04876589775085449
50,V100,0,113,2.2503583431243896,0.04838132858276367
50,V100,0,114,2.13703989982605,0.04887080192565918
50,V100,0,115,2.4012601375579834,0.05132579803466797
50,V100,0,116,2.1356523036956787,0.050977230072021484
50,V100,0,117,2.1181557178497314,0.051461219787597656
50,V100,0,118,2.159494400024414,0.061681509017944336
50,V100,0,119,2.249692916870117,0.06200146675109863
50,V100,0,120,2.1403605937957764,0.06060338020324707
50,V100,0,121,2.812222957611084,0.06405210494995117
50,V100,0,122,2.210859537124634,0.051442623138427734
50,V100,0,123,2.167926549911499,0.06664919853210449
50,V100,0,124,2.129812240600586,0.07041692733764648
50,V100,0,125,2.0578300952911377,0.05888962745666504
50,V100,0,126,2.353973150253296,0.05886578559875488
50,V100,0,127,2.1973493099212646,0.06143021583557129
50,V100,0,128,2.3167402744293213,0.060358285903930664
50,V100,0,129,2.0296382904052734,0.054610252380371094
50,V100,0,130,2.181757926940918,0.06277823448181152
50,V100,0,131,2.3951706886291504,0.05844593048095703
50,V100,0,132,2.168257236480713,0.06732034683227539
50,V100,0,133,2.2823128700256348,0.06201338768005371
50,V100,0,134,2.3918635845184326,0.05820584297180176
50,V100,0,135,2.1745197772979736,0.058112382888793945
50,V100,0,136,2.23724365234375,0.058908700942993164
50,V100,0,137,2.1398801803588867,0.07175230979919434
50,V100,0,138,2.1699790954589844,0.06356978416442871
50,V100,0,139,2.0731539726257324,0.056105613708496094
50,V100,0,140,2.1978118419647217,0.05683326721191406
50,V100,0,141,1.9808318614959717,0.06078028678894043
50,V100,0,142,2.2960550785064697,0.05873990058898926
50,V100,0,143,2.141608715057373,0.05864238739013672
50,V100,0,144,2.044442653656006,0.055272817611694336
50,V100,0,145,2.431760787963867,0.0580751895904541
50,V100,0,146,2.405749559402466,0.05038595199584961
50,V100,0,147,2.0539565086364746,0.05974888801574707
50,V100,0,148,2.2665913105010986,0.04408073425292969
50,V100,0,149,2.2732553482055664,0.05817222595214844
50,V100,0,150,2.046895980834961,0.058396339416503906
50,V100,0,151,1.9697881937026978,0.0577845573425293
50,V100,0,152,2.1243093013763428,0.04889631271362305
50,V100,0,153,2.2727112770080566,0.06351232528686523
50,V100,0,154,2.110025405883789,0.045098066329956055
50,V100,0,155,2.0706663131713867,0.06901979446411133
50,V100,0,156,2.1285884380340576,0.07421088218688965
50,V100,0,157,2.246502637863159,0.07315659523010254
50,V100,0,158,2.1027204990386963,0.06912636756896973
50,V100,0,159,2.0622830390930176,0.06827425956726074
50,V100,0,160,1.9230345487594604,0.07387208938598633
50,V100,0,161,1.9933874607086182,0.07377958297729492
50,V100,0,162,2.206411361694336,0.06740140914916992
50,V100,0,163,2.2423179149627686,0.04926609992980957
50,V100,0,164,1.929701805114746,0.06264543533325195
50,V100,0,165,2.156142473220825,0.06629204750061035
50,V100,0,166,1.9146047830581665,0.07061076164245605
50,V100,0,167,2.0329015254974365,0.06615018844604492
50,V100,0,168,1.992050290107727,0.06811761856079102
50,V100,0,169,2.1527860164642334,0.06689667701721191
50,V100,0,170,2.059051275253296,0.06408524513244629
50,V100,0,171,1.9056565761566162,0.06664562225341797
50,V100,0,172,2.077636480331421,0.061623573303222656
50,V100,0,173,2.0529518127441406,0.059105873107910156
50,V100,0,174,2.105806350708008,0.06213212013244629
50,V100,0,175,1.837789535522461,0.060827016830444336
50,V100,0,176,2.084057331085205,0.04960799217224121
50,V100,0,177,1.9187302589416504,0.05430245399475098
50,V100,0,178,2.0319182872772217,0.0636281967163086
50,V100,0,179,2.008524179458618,0.05521035194396973
50,V100,0,180,2.2233803272247314,0.04532361030578613
50,V100,0,181,2.19232439994812,0.05465126037597656
50,V100,0,182,2.174640655517578,0.048551321029663086
50,V100,0,183,1.9283376932144165,0.05920982360839844
50,V100,0,184,2.599630832672119,0.05946660041809082
50,V100,0,185,2.2436859607696533,0.061530351638793945
50,V100,0,186,2.156446695327759,0.04870271682739258
50,V100,0,187,2.0207748413085938,0.06409001350402832
50,V100,0,188,1.9265633821487427,0.06580471992492676
50,V100,0,189,1.919838547706604,0.051844120025634766
50,V100,0,190,2.0549299716949463,0.05237245559692383
50,V100,0,191,1.9492921829223633,0.05896139144897461
50,V100,0,192,1.889224886894226,0.07273077964782715
50,V100,0,193,2.1743602752685547,0.052761077880859375
50,V100,0,194,1.9295507669448853,0.053400516510009766
50,V100,0,195,1.8908592462539673,0.04960441589355469
50,V100,0,196,1.9858986139297485,0.043694496154785156
50,V100,0,197,1.9081382751464844,0.04395484924316406
50,V100,0,198,1.9503096342086792,0.04395127296447754
50,V100,0,199,2.4812488555908203,0.044159889221191406
50,V100,0,200,2.05515456199646,0.043770790100097656
50,V100,0,201,1.8095850944519043,0.04389691352844238
50,V100,0,202,1.8210225105285645,0.04383563995361328
50,V100,0,203,2.04980206489563,0.04471302032470703
50,V100,0,204,1.9992578029632568,0.04413294792175293
50,V100,0,205,1.9945250749588013,0.04461812973022461
50,V100,0,206,2.057965040206909,0.04386281967163086
50,V100,0,207,2.0978896617889404,0.04409289360046387
50,V100,0,208,1.968949317932129,0.04365873336791992
50,V100,0,209,1.8713642358779907,0.043708086013793945
50,V100,0,210,1.903356671333313,0.04438900947570801
50,V100,0,211,1.9626981019973755,0.04384732246398926
50,V100,0,212,2.147435188293457,0.043836355209350586
50,V100,0,213,1.8790075778961182,0.04401898384094238
50,V100,0,214,1.931246042251587,0.04418492317199707
50,V100,0,215,2.1717662811279297,0.043684959411621094
50,V100,0,216,1.9873113632202148,0.04329419136047363
50,V100,0,217,2.3005311489105225,0.04553389549255371
50,V100,0,218,1.9288140535354614,0.04432940483093262
50,V100,0,219,2.02506160736084,0.047197580337524414
50,V100,0,220,2.076662063598633,0.056832075119018555
50,V100,0,221,1.8785505294799805,0.0753929615020752
50,V100,0,222,2.12095046043396,0.074493408203125
50,V100,0,223,1.9608078002929688,0.07570958137512207
50,V100,0,224,2.1804776191711426,0.07585930824279785
50,V100,0,225,2.0402140617370605,0.07634377479553223
50,V100,0,226,1.800592303276062,0.07654762268066406
50,V100,0,227,2.0070629119873047,0.06780600547790527
50,V100,0,228,2.0266501903533936,0.0517880916595459
50,V100,0,229,2.005607843399048,0.05197763442993164
50,V100,0,230,2.053483724594116,0.06909608840942383
50,V100,0,231,1.9328882694244385,0.05523538589477539
50,V100,0,232,2.0804829597473145,0.055767059326171875
50,V100,0,233,2.2918362617492676,0.05006003379821777
50,V100,0,234,2.1358985900878906,0.0533905029296875
50,V100,0,235,2.083994150161743,0.05337786674499512
50,V100,0,236,2.1467013359069824,0.053568124771118164
50,V100,0,237,1.891207218170166,0.05349087715148926
50,V100,0,238,2.070819139480591,0.05764579772949219
50,V100,0,239,1.936393141746521,0.05316352844238281
50,V100,0,240,1.8507795333862305,0.053446292877197266
50,V100,0,241,2.0020623207092285,0.053336381912231445
50,V100,0,242,2.2261228561401367,0.053420305252075195
50,V100,0,243,1.884135365486145,0.053328752517700195
50,V100,0,244,2.073981761932373,0.05365157127380371
50,V100,0,245,2.5816080570220947,0.044586896896362305
50,V100,0,246,2.0432498455047607,0.04381704330444336
50,V100,0,247,2.123286008834839,0.044176340103149414
50,V100,0,248,1.8996371030807495,0.04484105110168457
50,V100,0,249,1.946907877922058,0.044518470764160156
50,V100,0,250,1.9558196067810059,0.0456387996673584
50,V100,0,251,2.0904579162597656,0.044524192810058594
50,V100,0,252,2.1492834091186523,0.04862189292907715
50,V100,0,253,2.103731632232666,0.05325484275817871
50,V100,0,254,1.962949514389038,0.05319643020629883
50,V100,0,255,1.9290752410888672,0.05331754684448242
50,V100,0,256,1.9337303638458252,0.05361652374267578
50,V100,0,257,1.8768067359924316,0.05297279357910156
50,V100,0,258,1.9184008836746216,0.05359625816345215
50,V100,0,259,2.0153086185455322,0.045330047607421875
50,V100,0,260,1.9545938968658447,0.04452848434448242
50,V100,0,261,1.9330929517745972,0.0524446964263916
50,V100,0,262,1.8524391651153564,0.05283665657043457
50,V100,0,263,2.050926446914673,0.05325937271118164
50,V100,0,264,1.9271371364593506,0.049591779708862305
50,V100,0,265,1.9052811861038208,0.044278860092163086
50,V100,0,266,1.9659051895141602,0.04399514198303223
50,V100,0,267,2.0958120822906494,0.04342222213745117
50,V100,0,268,1.9284064769744873,0.0442352294921875
50,V100,0,269,1.9822442531585693,0.0439763069152832
50,V100,0,270,1.9247612953186035,0.04442286491394043
50,V100,0,271,1.8312387466430664,0.0443723201751709
50,V100,0,272,2.0599663257598877,0.044240713119506836
50,V100,0,273,2.0037760734558105,0.05150580406188965
50,V100,0,274,1.9389417171478271,0.05288386344909668
50,V100,0,275,1.949344277381897,0.05299043655395508
50,V100,0,276,1.9509687423706055,0.053090572357177734
50,V100,0,277,1.9819234609603882,0.054181814193725586
50,V100,0,278,2.175772190093994,0.05436086654663086
50,V100,0,279,1.7580981254577637,0.05370688438415527
50,V100,0,280,1.8886685371398926,0.05424809455871582
50,V100,0,281,1.9614076614379883,0.05215716361999512
50,V100,0,282,1.9383561611175537,0.05240654945373535
50,V100,0,283,1.8152943849563599,0.04994535446166992
50,V100,0,284,2.026719331741333,0.048853158950805664
50,V100,0,285,1.919530987739563,0.04871010780334473
50,V100,0,286,1.8675651550292969,0.05389571189880371
50,V100,0,287,1.9164494276046753,0.05890011787414551
50,V100,0,288,1.932404637336731,0.05787777900695801
50,V100,0,289,1.9670562744140625,0.05695295333862305
50,V100,0,290,2.0175511837005615,0.05740523338317871
50,V100,0,291,1.9848519563674927,0.05700540542602539
50,V100,0,292,1.7703580856323242,0.05695056915283203
50,V100,0,293,1.935434103012085,0.05615401268005371
50,V100,0,294,1.926204800605774,0.05605959892272949
50,V100,0,295,2.1249868869781494,0.06013226509094238
50,V100,0,296,1.8952115774154663,0.0628044605255127
50,V100,0,297,1.9659734964370728,0.05980539321899414
50,V100,0,298,2.047041893005371,0.05182218551635742
50,V100,0,299,2.063586711883545,0.045615434646606445
50,V100,0,300,2.0216615200042725,0.05698657035827637
50,V100,0,301,2.143280267715454,0.054080963134765625
50,V100,0,302,2.097952127456665,0.04533243179321289
50,V100,0,303,1.7595341205596924,0.05959010124206543
50,V100,0,304,1.9229497909545898,0.06542015075683594
50,V100,0,305,1.97828209400177,0.052857398986816406
50,V100,0,306,2.0505807399749756,0.05292367935180664
50,V100,0,307,1.9472556114196777,0.05289745330810547
50,V100,0,308,2.06988525390625,0.053072452545166016
50,V100,0,309,1.9913197755813599,0.052626848220825195
50,V100,0,310,2.026144027709961,0.05551338195800781
50,V100,0,311,1.979141116142273,0.058638572692871094
50,V100,0,312,1.8652405738830566,0.06269645690917969
50,V100,0,313,1.913063883781433,0.0599367618560791
50,V100,0,314,2.0146312713623047,0.05657601356506348
50,V100,0,315,1.8917934894561768,0.05189943313598633
50,V100,0,316,2.08223032951355,0.061879873275756836
50,V100,0,317,2.0533199310302734,0.0572662353515625
50,V100,0,318,1.8178538084030151,0.05361437797546387
50,V100,0,319,1.8329335451126099,0.045694828033447266
50,V100,0,320,1.9750415086746216,0.06191611289978027
50,V100,0,321,1.8737159967422485,0.05440545082092285
50,V100,0,322,2.0006051063537598,0.04582357406616211
50,V100,0,323,2.004544258117676,0.04460430145263672
50,V100,0,324,1.9443538188934326,0.05017662048339844
50,V100,0,325,2.0086371898651123,0.04487442970275879
50,V100,0,326,1.844064712524414,0.047515869140625
50,V100,0,327,1.9120185375213623,0.0455167293548584
50,V100,0,328,1.9707574844360352,0.04602789878845215
50,V100,0,329,2.0624513626098633,0.046975135803222656
50,V100,0,330,1.7556567192077637,0.045633792877197266
50,V100,0,331,1.7760591506958008,0.05854487419128418
50,V100,0,332,1.9368619918823242,0.045520782470703125
50,V100,0,333,1.9433702230453491,0.05239748954772949
50,V100,0,334,1.8962512016296387,0.05498361587524414
50,V100,0,335,1.8844913244247437,0.059470176696777344
50,V100,0,336,2.0247623920440674,0.044870615005493164
50,V100,0,337,1.8527896404266357,0.044266700744628906
50,V100,0,338,1.936597466468811,0.04469442367553711
50,V100,0,339,1.7498730421066284,0.044744014739990234
50,V100,0,340,1.8566350936889648,0.04462146759033203
50,V100,0,341,1.7504003047943115,0.04961395263671875
50,V100,0,342,1.9147114753723145,0.04870796203613281
50,V100,0,343,1.8087087869644165,0.04443955421447754
50,V100,0,344,1.7715588808059692,0.0458829402923584
50,V100,0,345,1.7658705711364746,0.04399394989013672
50,V100,0,346,1.9769724607467651,0.0450592041015625
50,V100,0,347,2.118920087814331,0.043868303298950195
50,V100,0,348,1.8291394710540771,0.044054269790649414
50,V100,0,349,1.7747060060501099,0.04351925849914551
50,V100,0,350,1.875465750694275,0.04410743713378906
50,V100,0,351,1.8295338153839111,0.044242143630981445
50,V100,0,352,1.8862677812576294,0.04368400573730469
50,V100,0,353,1.8980414867401123,0.043898582458496094
50,V100,0,354,1.8003209829330444,0.04404258728027344
50,V100,0,355,1.865828275680542,0.04470252990722656
50,V100,0,356,1.8403205871582031,0.04559731483459473
50,V100,0,357,1.9432713985443115,0.0554351806640625
50,V100,0,358,1.819419264793396,0.07634401321411133
50,V100,0,359,1.9808948040008545,0.051527976989746094
50,V100,0,360,1.8117589950561523,0.07056522369384766
50,V100,0,361,2.0008161067962646,0.05582690238952637
50,V100,0,362,1.8698573112487793,0.06964325904846191
50,V100,0,363,1.7857170104980469,0.05609393119812012
50,V100,0,364,1.8512576818466187,0.07204437255859375
50,V100,0,365,1.8876283168792725,0.06841635704040527
50,V100,0,366,1.959149956703186,0.05937552452087402
50,V100,0,367,2.011488914489746,0.05101943016052246
50,V100,0,368,1.8164660930633545,0.053433895111083984
50,V100,0,369,1.7645691633224487,0.05464959144592285
50,V100,0,370,1.8250877857208252,0.054723262786865234
50,V100,0,371,1.9995590448379517,0.05706071853637695
50,V100,0,372,2.0818731784820557,0.04858708381652832
50,V100,0,373,2.035449266433716,0.051047325134277344
50,V100,0,374,2.070150136947632,0.05166506767272949
50,V100,0,375,1.877193808555603,0.05091452598571777
50,V100,0,376,1.8315613269805908,0.04844927787780762
50,V100,0,377,1.9048120975494385,0.048177242279052734
50,V100,0,378,1.8286250829696655,0.04836702346801758
50,V100,0,379,1.8152010440826416,0.04777717590332031
50,V100,0,380,1.816528081893921,0.048673152923583984
50,V100,0,381,1.8389567136764526,0.05191659927368164
50,V100,0,382,1.8595755100250244,0.052292585372924805
50,V100,0,383,2.022347927093506,0.04467654228210449
50,V100,0,384,1.921616554260254,0.044184207916259766
50,V100,0,385,1.7743769884109497,0.04370236396789551
50,V100,0,386,1.8059754371643066,0.04355931282043457
50,V100,0,387,1.8345553874969482,0.04351520538330078
50,V100,0,388,1.85158109664917,0.04378795623779297
50,V100,0,389,1.9364162683486938,0.04458975791931152
50,V100,0,390,1.949732780456543,0.05710458755493164
50,V100,1,391,1.9126394987106323,0.1323833465576172
50,V100,1,392,1.8229540586471558,0.056206703186035156
50,V100,1,393,1.89683198928833,0.04877352714538574
50,V100,1,394,2.060772180557251,0.053437232971191406
50,V100,1,395,1.9618383646011353,0.0460360050201416
50,V100,1,396,1.7591592073440552,0.04428720474243164
50,V100,1,397,1.8315353393554688,0.0435025691986084
50,V100,1,398,1.9592958688735962,0.05393695831298828
50,V100,1,399,1.822256088256836,0.05315351486206055
50,V100,1,400,1.8795324563980103,0.05392169952392578
50,V100,1,401,1.8624745607376099,0.05342864990234375
50,V100,1,402,1.89778470993042,0.05385255813598633
50,V100,1,403,1.8950114250183105,0.053345680236816406
50,V100,1,404,1.9616938829421997,0.05390620231628418
50,V100,1,405,1.952188491821289,0.053826093673706055
50,V100,1,406,1.8587957620620728,0.05384373664855957
50,V100,1,407,1.84567391872406,0.05338788032531738
50,V100,1,408,1.7374759912490845,0.0487513542175293
50,V100,1,409,1.8537533283233643,0.04441118240356445
50,V100,1,410,1.8820946216583252,0.04495692253112793
50,V100,1,411,1.7822808027267456,0.04446291923522949
50,V100,1,412,1.9073665142059326,0.04425334930419922
50,V100,1,413,1.834564447402954,0.04377150535583496
50,V100,1,414,1.7997877597808838,0.04461336135864258
50,V100,1,415,1.886475920677185,0.04534316062927246
50,V100,1,416,1.8050637245178223,0.04390883445739746
50,V100,1,417,1.8793812990188599,0.044325828552246094
50,V100,1,418,1.8184140920639038,0.04435157775878906
50,V100,1,419,1.89903724193573,0.044310808181762695
50,V100,1,420,1.7782002687454224,0.04367828369140625
50,V100,1,421,1.7777146100997925,0.04420018196105957
50,V100,1,422,1.7670084238052368,0.04406404495239258
50,V100,1,423,1.9126594066619873,0.04410147666931152
50,V100,1,424,1.8966935873031616,0.04417014122009277
50,V100,1,425,1.9052156209945679,0.044608354568481445
50,V100,1,426,1.895646333694458,0.0447840690612793
50,V100,1,427,2.043027877807617,0.04452633857727051
50,V100,1,428,1.940920352935791,0.04430747032165527
50,V100,1,429,1.9992536306381226,0.04376578330993652
50,V100,1,430,1.8557778596878052,0.04475855827331543
50,V100,1,431,1.786370038986206,0.04379844665527344
50,V100,1,432,1.7244778871536255,0.04456925392150879
50,V100,1,433,1.8437303304672241,0.04439401626586914
50,V100,1,434,1.7085028886795044,0.04729509353637695
50,V100,1,435,1.8342351913452148,0.04459524154663086
50,V100,1,436,1.8041025400161743,0.04414105415344238
50,V100,1,437,1.6866148710250854,0.05309033393859863
50,V100,1,438,1.995395541191101,0.05854010581970215
50,V100,1,439,1.8537945747375488,0.04939579963684082
50,V100,1,440,1.8307716846466064,0.04868674278259277
50,V100,1,441,1.6680439710617065,0.05019497871398926
50,V100,1,442,1.8760586977005005,0.06317543983459473
50,V100,1,443,1.7583363056182861,0.04442453384399414
50,V100,1,444,1.7920095920562744,0.0446314811706543
50,V100,1,445,1.8913272619247437,0.04425787925720215
50,V100,1,446,1.8047915697097778,0.06117129325866699
50,V100,1,447,1.8690760135650635,0.05696225166320801
50,V100,1,448,1.9316030740737915,0.05393385887145996
50,V100,1,449,1.6816219091415405,0.04546976089477539
50,V100,1,450,1.8498188257217407,0.058218955993652344
50,V100,1,451,1.7018961906433105,0.0514218807220459
50,V100,1,452,1.9288114309310913,0.05353856086730957
50,V100,1,453,1.8329987525939941,0.05398893356323242
50,V100,1,454,1.9085148572921753,0.05456089973449707
50,V100,1,455,1.7927143573760986,0.05746889114379883
50,V100,1,456,1.8827135562896729,0.05047273635864258
50,V100,1,457,1.831519365310669,0.04803276062011719
50,V100,1,458,1.7084615230560303,0.06624865531921387
50,V100,1,459,1.8835337162017822,0.05719709396362305
50,V100,1,460,1.8511333465576172,0.05696725845336914
50,V100,1,461,1.8157228231430054,0.06229043006896973
50,V100,1,462,1.885859489440918,0.06188654899597168
50,V100,1,463,1.8585503101348877,0.06188464164733887
50,V100,1,464,1.9127542972564697,0.061211347579956055
50,V100,1,465,1.8249738216400146,0.06160306930541992
50,V100,1,466,1.7576158046722412,0.057478904724121094
50,V100,1,467,1.7359954118728638,0.04579520225524902
50,V100,1,468,1.7862422466278076,0.04472494125366211
50,V100,1,469,1.8040908575057983,0.050057172775268555
50,V100,1,470,1.806767463684082,0.0466914176940918
50,V100,1,471,1.8769863843917847,0.044606924057006836
50,V100,1,472,1.8119189739227295,0.04403352737426758
50,V100,1,473,1.7777040004730225,0.04662656784057617
50,V100,1,474,1.8155832290649414,0.04395699501037598
50,V100,1,475,1.7303564548492432,0.044387102127075195
50,V100,1,476,1.779059886932373,0.04529380798339844
50,V100,1,477,1.7672709226608276,0.04412412643432617
50,V100,1,478,1.7680705785751343,0.053717851638793945
50,V100,1,479,1.6525578498840332,0.05360555648803711
50,V100,1,480,1.771263837814331,0.05318188667297363
50,V100,1,481,1.7680432796478271,0.0542607307434082
50,V100,1,482,1.9842936992645264,0.05414390563964844
50,V100,1,483,1.7371567487716675,0.0538334846496582
50,V100,1,484,1.789128065109253,0.053461551666259766
50,V100,1,485,1.736799955368042,0.053414106369018555
50,V100,1,486,1.7653864622116089,0.04914355278015137
50,V100,1,487,1.8060367107391357,0.04454660415649414
50,V100,1,488,1.770028829574585,0.04469799995422363
50,V100,1,489,1.6284449100494385,0.04454231262207031
50,V100,1,490,1.8013619184494019,0.0440516471862793
50,V100,1,491,1.8541743755340576,0.04445147514343262
50,V100,1,492,1.7306468486785889,0.04474210739135742
50,V100,1,493,1.5971384048461914,0.04495429992675781
50,V100,1,494,1.7726142406463623,0.04361701011657715
50,V100,1,495,1.7641693353652954,0.044417619705200195
50,V100,1,496,1.9486294984817505,0.04457521438598633
50,V100,1,497,1.9233365058898926,0.044290781021118164
50,V100,1,498,1.8136495351791382,0.04452681541442871
50,V100,1,499,1.7927043437957764,0.04422616958618164
50,V100,1,500,1.6642365455627441,0.04466080665588379
50,V100,1,501,1.7162814140319824,0.0445864200592041
50,V100,1,502,1.93179452419281,0.044426679611206055
50,V100,1,503,1.7554693222045898,0.04460453987121582
50,V100,1,504,1.8681970834732056,0.04426097869873047
50,V100,1,505,1.7525049448013306,0.044226884841918945
50,V100,1,506,1.7860537767410278,0.04390859603881836
50,V100,1,507,1.7135405540466309,0.044355154037475586
50,V100,1,508,1.736366629600525,0.0442502498626709
50,V100,1,509,1.8722604513168335,0.04435300827026367
50,V100,1,510,1.8402981758117676,0.04470348358154297
50,V100,1,511,1.9832834005355835,0.04450368881225586
50,V100,1,512,1.7311919927597046,0.04511690139770508
50,V100,1,513,1.7406593561172485,0.04705357551574707
50,V100,1,514,1.8882337808609009,0.053891897201538086
50,V100,1,515,1.7351385354995728,0.0472414493560791
50,V100,1,516,1.7219876050949097,0.04381442070007324
50,V100,1,517,1.7488678693771362,0.0441136360168457
50,V100,1,518,1.8383996486663818,0.04960989952087402
50,V100,1,519,1.8221224546432495,0.04685401916503906
50,V100,1,520,1.7971538305282593,0.05837249755859375
50,V100,1,521,1.8679336309432983,0.0588076114654541
