resnet_layers,hardware,epoch,training_step,training_step_loss,training_step_time
50,P100,0,0,13.247875213623047,0.3857085704803467
50,P100,0,1,6.119759559631348,0.07688379287719727
50,P100,0,2,4.969323635101318,0.07871747016906738
50,P100,0,3,3.1930465698242188,0.07666945457458496
50,P100,0,4,3.8013620376586914,0.06888294219970703
50,P100,0,5,2.5214056968688965,0.0693514347076416
50,P100,0,6,5.457541465759277,0.06926488876342773
50,P100,0,7,3.0590336322784424,0.07247447967529297
50,P100,0,8,2.2546653747558594,0.07453012466430664
50,P100,0,9,5.959489822387695,0.06886029243469238
50,P100,0,10,2.5998785495758057,0.07711338996887207
50,P100,0,11,6.141999244689941,0.06914401054382324
50,P100,0,12,2.896571636199951,0.06886529922485352
50,P100,0,13,6.151695251464844,0.06863975524902344
50,P100,0,14,5.710916519165039,0.07932734489440918
50,P100,0,15,3.534241199493408,0.08021306991577148
50,P100,0,16,4.28836727142334,0.07985377311706543
50,P100,0,17,4.279253005981445,0.06907486915588379
50,P100,0,18,3.675603151321411,0.06937837600708008
50,P100,0,19,5.514449119567871,0.06958675384521484
50,P100,0,20,5.666563510894775,0.06897330284118652
50,P100,0,21,5.255176544189453,0.08027291297912598
50,P100,0,22,5.930263996124268,0.07440304756164551
50,P100,0,23,3.8743391036987305,0.06856060028076172
50,P100,0,24,6.345881462097168,0.07647442817687988
50,P100,0,25,6.557667255401611,0.06879615783691406
50,P100,0,26,6.0049896240234375,0.06841731071472168
50,P100,0,27,5.42566442489624,0.07506179809570312
50,P100,0,28,6.248991966247559,0.07704567909240723
50,P100,0,29,6.319555282592773,0.07410955429077148
50,P100,0,30,6.138503551483154,0.06829667091369629
50,P100,0,31,4.606247425079346,0.0766909122467041
50,P100,0,32,2.990640163421631,0.06833839416503906
50,P100,0,33,3.856680154800415,0.06853175163269043
50,P100,0,34,3.338728189468384,0.06948184967041016
50,P100,0,35,5.92693567276001,0.0697169303894043
50,P100,0,36,7.612308502197266,0.06850528717041016
50,P100,0,37,3.898925542831421,0.06834220886230469
50,P100,0,38,6.258728504180908,0.07474303245544434
50,P100,0,39,5.459843158721924,0.07458138465881348
50,P100,0,40,4.044827461242676,0.07467961311340332
50,P100,0,41,2.5330488681793213,0.0747978687286377
50,P100,0,42,2.891037940979004,0.07472014427185059
50,P100,0,43,2.5323424339294434,0.07895040512084961
50,P100,0,44,3.2786619663238525,0.07806921005249023
50,P100,0,45,4.15017032623291,0.06879401206970215
50,P100,0,46,7.884836196899414,0.06854629516601562
50,P100,0,47,2.544527769088745,0.06882166862487793
50,P100,0,48,3.3137359619140625,0.06773948669433594
50,P100,0,49,2.712146520614624,0.06846141815185547
50,P100,0,50,2.404320240020752,0.07965397834777832
50,P100,0,51,2.240927219390869,0.06897282600402832
50,P100,0,52,2.7762229442596436,0.0685434341430664
50,P100,0,53,2.3012421131134033,0.06861686706542969
50,P100,0,54,2.147876024246216,0.06924724578857422
50,P100,0,55,6.4121856689453125,0.06796979904174805
