resnet_layers,hardware,epoch,training_step,training_step_loss,training_step_time
50,K80,0,0,12.393165588378906,1.330674648284912
50,K80,0,1,6.325440406799316,0.4528076648712158
50,K80,0,2,5.276671409606934,0.44670820236206055
50,K80,0,3,3.884740114212036,0.441089391708374
50,K80,0,4,4.814177989959717,0.4484703540802002
50,K80,0,5,3.768068552017212,0.4387655258178711
50,K80,0,6,4.793466091156006,0.4468677043914795
50,K80,0,7,3.9624931812286377,0.43866395950317383
50,K80,0,8,3.266265392303467,0.4495086669921875
50,K80,0,9,3.6622581481933594,0.4423062801361084
50,K80,0,10,3.5464885234832764,0.4481770992279053
50,K80,0,11,2.4726295471191406,0.44124388694763184
50,K80,0,12,4.123485565185547,0.44993019104003906
50,K80,0,13,7.623112201690674,0.4371824264526367
50,K80,0,14,4.554128646850586,0.4481184482574463
50,K80,0,15,3.2400529384613037,0.4392063617706299
50,K80,0,16,4.161924362182617,0.450347900390625
50,K80,0,17,2.1506874561309814,0.4400506019592285
50,K80,0,18,5.019741535186768,0.45043182373046875
50,K80,0,19,7.81796932220459,0.43714332580566406
50,K80,0,20,4.232041358947754,0.4484860897064209
50,K80,0,21,5.621054649353027,0.4436373710632324
50,K80,0,22,2.1348214149475098,0.44674229621887207
50,K80,0,23,4.6683349609375,0.4395167827606201
50,K80,0,24,3.9519646167755127,0.4465148448944092
50,K80,0,25,6.4828948974609375,0.43961644172668457
50,K80,0,26,2.656944513320923,0.44789576530456543
50,K80,0,27,3.8926610946655273,0.4436948299407959
50,K80,0,28,5.71097469329834,0.44550466537475586
50,K80,0,29,3.2766246795654297,0.44022321701049805
50,K80,0,30,2.9657809734344482,0.44679903984069824
50,K80,0,31,4.513819217681885,0.4390866756439209
50,K80,0,32,3.0914175510406494,0.452134370803833
50,K80,0,33,2.8127832412719727,0.4385969638824463
50,K80,0,34,2.2496423721313477,0.45015716552734375
50,K80,0,35,2.3862576484680176,0.43747568130493164
50,K80,0,36,2.248091697692871,0.4476318359375
50,K80,0,37,3.035121202468872,0.435957670211792
50,K80,0,38,2.435389280319214,0.4433760643005371
50,K80,0,39,4.737201690673828,0.4408857822418213
50,K80,0,40,4.633842945098877,0.45075011253356934
50,K80,0,41,2.965662956237793,0.44103121757507324
50,K80,0,42,2.089770555496216,0.4442887306213379
50,K80,0,43,5.770340442657471,0.4403665065765381
50,K80,0,44,2.249238967895508,0.4496278762817383
50,K80,0,45,2.572941541671753,0.43424534797668457
50,K80,0,46,3.1890666484832764,0.4440279006958008
50,K80,0,47,2.1132874488830566,0.43969225883483887
50,K80,0,48,3.451519012451172,0.4500560760498047
50,K80,0,49,2.59623646736145,0.4377753734588623
50,K80,0,50,2.194488048553467,0.4491770267486572
50,K80,0,51,4.276218414306641,0.4373648166656494
50,K80,0,52,4.006706237792969,0.4469473361968994
50,K80,0,53,4.639997482299805,0.4402034282684326
50,K80,0,54,3.983962297439575,0.4469337463378906
50,K80,0,55,3.6578240394592285,0.44036865234375
50,K80,0,56,2.5601890087127686,0.44746828079223633
50,K80,0,57,2.821544885635376,0.43552708625793457
50,K80,0,58,3.1825389862060547,0.45037317276000977
50,K80,0,59,3.80724835395813,0.4398467540740967
50,K80,0,60,4.2809062004089355,0.4468564987182617
50,K80,0,61,2.5831568241119385,0.4357607364654541
50,K80,0,62,2.4937851428985596,0.4479091167449951
50,K80,0,63,3.3100621700286865,0.43787384033203125
50,K80,0,64,2.942253828048706,0.44795966148376465
50,K80,0,65,3.3290133476257324,0.43879175186157227
50,K80,0,66,2.777796506881714,0.45160341262817383
50,K80,0,67,2.7127668857574463,0.4383413791656494
50,K80,0,68,2.3815600872039795,0.44960713386535645
50,K80,0,69,2.700775384902954,0.43912672996520996
50,K80,0,70,2.542259454727173,0.4508707523345947
50,K80,0,71,3.150550603866577,0.43730854988098145
50,K80,0,72,4.150295734405518,0.44791626930236816
50,K80,0,73,2.2345478534698486,0.43821215629577637
50,K80,0,74,2.174619197845459,0.44579434394836426
50,K80,0,75,3.8753910064697266,0.43995165824890137
50,K80,0,76,4.279922008514404,0.44704437255859375
50,K80,0,77,3.798710346221924,0.43927454948425293
50,K80,0,78,3.178678512573242,0.44674158096313477
50,K80,0,79,3.180159091949463,0.43877172470092773
50,K80,0,80,2.699341058731079,0.44689297676086426
50,K80,0,81,3.3793129920959473,0.43784189224243164
50,K80,0,82,2.558950185775757,0.445159912109375
50,K80,0,83,2.4586410522460938,0.43680858612060547
50,K80,0,84,3.0510172843933105,0.44471144676208496
50,K80,0,85,3.7477035522460938,0.4422016143798828
50,K80,0,86,3.6571602821350098,0.44903087615966797
50,K80,0,87,3.2950892448425293,0.4359283447265625
50,K80,0,88,2.473798990249634,0.44821858406066895
50,K80,0,89,2.344517707824707,0.4450194835662842
50,K80,0,90,2.5293478965759277,0.448028564453125
50,K80,0,91,2.4163553714752197,0.4372868537902832
50,K80,0,92,2.90998911857605,0.445812463760376
50,K80,0,93,3.358837127685547,0.43860864639282227
50,K80,0,94,2.3042778968811035,0.4485650062561035
50,K80,0,95,2.333699941635132,0.4379005432128906
50,K80,0,96,3.1157729625701904,0.44596385955810547
50,K80,0,97,2.4524712562561035,0.44052839279174805
50,K80,0,98,2.3344128131866455,0.4485747814178467
50,K80,0,99,2.6215171813964844,0.437269926071167
50,K80,0,100,2.779440402984619,0.4498312473297119
50,K80,0,101,2.80607533454895,0.4389786720275879
50,K80,0,102,2.7410430908203125,0.4468657970428467
50,K80,0,103,2.507774829864502,0.44075536727905273
50,K80,0,104,2.4152414798736572,0.44885706901550293
50,K80,0,105,3.107023000717163,0.43944334983825684
50,K80,0,106,2.2892961502075195,0.44562411308288574
50,K80,0,107,2.420729875564575,0.438828706741333
50,K80,0,108,2.31862211227417,0.449005126953125
50,K80,0,109,2.258436441421509,0.4366154670715332
50,K80,0,110,2.289614200592041,0.44881176948547363
50,K80,0,111,2.7700963020324707,0.4387681484222412
50,K80,0,112,2.2074129581451416,0.448610782623291
50,K80,0,113,2.7763264179229736,0.43732428550720215
50,K80,0,114,2.3037595748901367,0.4454514980316162
50,K80,0,115,2.613417863845825,0.43827009201049805
50,K80,0,116,2.4875478744506836,0.4444389343261719
50,K80,0,117,2.912454843521118,0.4425497055053711
50,K80,0,118,2.8140199184417725,0.44591784477233887
50,K80,0,119,2.6840646266937256,0.4396851062774658
50,K80,0,120,2.4547183513641357,0.44617199897766113
50,K80,0,121,2.6488137245178223,0.4408247470855713
50,K80,0,122,2.895604372024536,0.45185375213623047
50,K80,0,123,2.227257490158081,0.4394257068634033
50,K80,0,124,2.324152946472168,0.44674110412597656
50,K80,0,125,2.513702630996704,0.4387490749359131
50,K80,0,126,2.389765977859497,0.4507455825805664
50,K80,0,127,2.3618013858795166,0.43811917304992676
50,K80,0,128,2.2131972312927246,0.44725751876831055
50,K80,0,129,2.648339033126831,0.43541669845581055
50,K80,0,130,2.509725570678711,0.44787025451660156
50,K80,0,131,2.2529196739196777,0.4377129077911377
50,K80,0,132,2.4657082557678223,0.4445304870605469
